gene_id	gene_name	chromosome	start	end	strand	biotype	biotype_family	length	GC_content	no_of_transcripts
YJL109C	UTP10	X	212000	217309	-	protein_coding	coding	5309	0.355	1
YJL108C	PRM10	X	217705	218856	-	protein_coding	coding	1151	0.409	1
YJL107C		X	218853	220016	-	protein_coding	coding	1163	0.400	1
YJL106W	IME2	X	221390	223327	+	protein_coding	coding	1937	0.370	1
YJL105W	SET4	X	225055	226737	+	protein_coding	coding	1682	0.379	1
YJL104W	PAM16	X	227327	227776	+	protein_coding	coding	449	0.408	1
snR37	SNR37	X	228094	228479	-	snoRNA	snoncoding	385	0.322	1
YJL103C	GSM1	X	229025	230881	-	protein_coding	coding	1856	0.371	1
YJL102W	MEF2	X	231301	233760	+	protein_coding	coding	2459	0.382	1
tR(ACG)J		X	233939	234011	+	tRNA	snoncoding	72	0.625	1
YJL101C	GSH1	X	234320	236356	-	protein_coding	coding	2036	0.400	1
YJL100W	LSB6	X	237263	239086	+	protein_coding	coding	1823	0.438	1
YJL099W	CHS6	X	239414	241654	+	protein_coding	coding	2240	0.381	1
YJL098W	SAP185	X	242082	245258	+	protein_coding	coding	3176	0.378	1
YJL097W	PHS1	X	245591	246244	+	protein_coding	coding	653	0.384	1
YJL096W	MRPL49	X	246490	246975	+	protein_coding	coding	485	0.379	1
YJL095W	BCK1	X	247255	251691	+	protein_coding	coding	4436	0.388	1
YJL094C	KHA1	X	251821	254442	-	protein_coding	coding	2621	0.382	1
YJL093C	TOK1	X	254737	256812	-	protein_coding	coding	2075	0.398	1
YJL092W	SRS2	X	257423	260947	+	protein_coding	coding	3524	0.379	1
YJL091C	GWT1	X	261080	262552	-	protein_coding	coding	1472	0.363	1
YJL090C	DPB11	X	262757	265051	-	protein_coding	coding	2294	0.352	1
YJL089W	SIP4	X	265926	268415	+	protein_coding	coding	2489	0.325	1
YJL088W	ARG3	X	268799	269815	+	protein_coding	coding	1016	0.364	1
YJL087C	TRL1	X	270002	272485	-	protein_coding	coding	2483	0.359	1
YJL086C		X	272478	272846	-	protein_coding	coding	368	0.353	1
YJL085W	EXO70	X	272827	274698	+	protein_coding	coding	1871	0.362	1
YJL084C	ALY2	X	274862	278002	-	protein_coding	coding	3140	0.385	1
YJL083W	TAX4	X	278841	280655	+	protein_coding	coding	1814	0.445	1
YJL082W	IML2	X	281185	283380	+	protein_coding	coding	2195	0.401	1
YJL081C	ARP4	X	283802	285271	-	protein_coding	coding	1469	0.401	1
YJL080C	SCP160	X	285558	289226	-	protein_coding	coding	3668	0.396	1
YJL079C	PRY1	X	289875	290774	-	protein_coding	coding	899	0.504	1
YJL078C	PRY3	X	291336	293981	-	protein_coding	coding	2645	0.484	1
YJL077W-B		X	294047	294145	+	protein_coding	coding	98	0.357	1
YJL077C	ICS3	X	294666	295061	-	protein_coding	coding	395	0.408	1
YJL077W-A		X	294799	294885	+	protein_coding	coding	86	0.453	1
YJL076W	NET1	X	295245	298814	+	protein_coding	coding	3569	0.414	1
YJL075C	APQ13	X	298460	298876	-	protein_coding	coding	416	0.375	1
YJL074C	SMC3	X	299157	302849	-	protein_coding	coding	3692	0.361	1
YJL073W	JEM1	X	303181	305118	+	protein_coding	coding	1937	0.374	1
YJL072C	PSF2	X	305221	305862	-	protein_coding	coding	641	0.381	1
YJL071W	ARG2	X	306132	307856	+	protein_coding	coding	1724	0.383	1
YJL070C		X	307971	310637	-	protein_coding	coding	2666	0.362	1
YJL069C	UTP18	X	310922	312706	-	protein_coding	coding	1784	0.397	1
YJL068C		X	313016	313915	-	protein_coding	coding	899	0.449	1
YJL067W		X	314084	314434	+	protein_coding	coding	350	0.446	1
YJL066C	MPM1	X	314114	314872	-	protein_coding	coding	758	0.454	1
YJL065C	DLS1	X	315054	315557	-	protein_coding	coding	503	0.465	1
YJL064W		X	315175	315570	+	protein_coding	coding	395	0.466	1
YJL063C	MRPL8	X	315759	316475	-	protein_coding	coding	716	0.487	1
YJL062W-A	COA3	X	316723	316980	+	protein_coding	coding	257	0.518	1
YJL062W	LAS21	X	317284	319776	+	protein_coding	coding	2492	0.413	1
YJL061W	NUP82	X	320016	322157	+	protein_coding	coding	2141	0.355	1
YJL060W	BNA3	X	323386	324720	+	protein_coding	coding	1334	0.392	1
YJL059W	YHC3	X	324964	326190	+	protein_coding	coding	1226	0.383	1
YJL058C	BIT61	X	326242	327873	-	protein_coding	coding	1631	0.373	1
YJL057C	IKS1	X	328118	330121	-	protein_coding	coding	2003	0.382	1
YJL056C	ZAP1	X	330431	333073	-	protein_coding	coding	2642	0.396	1
YJL055W		X	333357	334094	+	protein_coding	coding	737	0.434	1
YJL054W	TIM54	X	334265	335701	+	protein_coding	coding	1436	0.418	1
YJL053W	PEP8	X	335898	337037	+	protein_coding	coding	1139	0.387	1
YJL052C-A		X	337884	338003	-	protein_coding	coding	119	0.496	1
YJL052W	TDH1	X	338271	339269	+	protein_coding	coding	998	0.461	1
YJL051W	IRC8	X	339787	342255	+	protein_coding	coding	2468	0.393	1
YJL050W	MTR4	X	342522	345743	+	protein_coding	coding	3221	0.391	1
YJL049W	CHM7	X	345973	347325	+	protein_coding	coding	1352	0.339	1
YJL048C	UBX6	X	347447	348637	-	protein_coding	coding	1190	0.411	1
YJL047C-A		X	349044	349178	-	protein_coding	coding	134	0.373	1
snR60	SNR60	X	349130	349233	-	snoRNA	snoncoding	103	0.311	1
YJL047C	RTT101	X	349580	352108	-	protein_coding	coding	2528	0.370	1
YJL046W	AIM22	X	352386	353615	+	protein_coding	coding	1229	0.356	1
tY(GUA)J1	SUP7	X	354244	354332	+	tRNA	snoncoding	88	0.523	1
tR(UCU)J1		X	355374	355445	+	tRNA	snoncoding	71	0.535	1
tD(GUC)J2		X	355456	355527	+	tRNA	snoncoding	71	0.577	1
YJL045W	YJL045W	X	356024	357928	+	protein_coding	coding	1904	0.445	1
YJL044C	GYP6	X	358300	359676	-	protein_coding	coding	1376	0.382	1
YJL043W		X	360130	360903	+	protein_coding	coding	773	0.519	1
YJL042W	MHP1	X	361249	365445	+	protein_coding	coding	4196	0.441	1
YJL041W	NSP1	X	365903	368373	+	protein_coding	coding	2470	0.419	1
YJL039C	NUP192	X	368748	373799	-	protein_coding	coding	5051	0.360	1
tD(GUC)J3		X	374424	374495	-	tRNA	snoncoding	71	0.563	1
tR(UCU)J2		X	374506	374577	-	tRNA	snoncoding	71	0.535	1
YJL038C	LOH1	X	375115	375774	-	protein_coding	coding	659	0.373	1
YJL037W	IRC18	X	376662	377336	+	protein_coding	coding	674	0.396	1
tV(AAC)J		X	378360	378433	+	tRNA	snoncoding	73	0.521	1
YJL036W	SNX4	X	378825	380096	+	protein_coding	coding	1271	0.377	1
YJL035C	TAD2	X	380249	381001	-	protein_coding	coding	752	0.426	1
YJL034W	KAR2	X	381327	383375	+	protein_coding	coding	2048	0.407	1
YJL033W	HCA4	X	383837	386149	+	protein_coding	coding	2312	0.382	1
YJL032W		X	386348	386662	+	protein_coding	coding	314	0.328	1
YJL031C	BET4	X	386368	387438	-	protein_coding	coding	1070	0.347	1
YJL030W	MAD2	X	387657	388247	+	protein_coding	coding	590	0.392	1
YJL029C	VPS53	X	388385	390853	-	protein_coding	coding	2468	0.389	1
tM(CAU)J1	EMT5	X	391043	391115	-	tRNA	snoncoding	72	0.528	1
YJL028W		X	391311	391646	+	protein_coding	coding	335	0.478	1
YJL027C		X	391833	392249	-	protein_coding	coding	416	0.529	1
YJL026W	RNR2	X	392404	393603	+	protein_coding	coding	1199	0.427	1
YJL026C-A		X	393066	393287	-	protein_coding	coding	221	0.462	1
YJL025W	RRN7	X	393967	395511	+	protein_coding	coding	1544	0.410	1
YJL024C	APS3	X	395931	396592	-	protein_coding	coding	661	0.368	1
tG(GCC)J1		X	396726	396796	-	tRNA	snoncoding	70	0.586	1
YJL023C	PET130	X	397355	398398	-	protein_coding	coding	1043	0.357	1
YJL022W		X	398109	398417	+	protein_coding	coding	308	0.360	1
YJL020C	BBC1	X	398937	402410	-	protein_coding	coding	3473	0.433	1
YJL020W-A		X	400981	401238	+	protein_coding	coding	257	0.463	1
YJL019W	MPS3	X	402897	404945	+	protein_coding	coding	2048	0.398	1
YJL016W		X	405588	407273	+	protein_coding	coding	1685	0.384	1
YJL015C		X	407142	407426	-	protein_coding	coding	284	0.345	1
YJL014W	CCT3	X	407558	409162	+	protein_coding	coding	1604	0.401	1
YJL013C	MAD3	X	409493	411040	-	protein_coding	coding	1547	0.375	1
YJL012C	VTC4	X	411234	413399	-	protein_coding	coding	2165	0.390	1
YJL011C	RPC17	X	414285	414770	-	protein_coding	coding	485	0.388	1
tK(CUU)J		X	414966	415038	+	tRNA	snoncoding	72	0.542	1
tW(CCA)J		X	415931	416036	-	tRNA	snoncoding	105	0.448	1
YJL010C	NOP9	X	417562	419562	-	protein_coding	coding	2000	0.366	1
YJL009W		X	419855	420181	+	protein_coding	coding	326	0.396	1
YJL008C	CCT8	X	419957	421663	-	protein_coding	coding	1706	0.408	1
YJL007C		X	422698	423012	-	protein_coding	coding	314	0.376	1
tM(CAU)J2	EMT3	X	422937	423009	+	tRNA	snoncoding	72	0.514	1
YJL006C	CTK2	X	423138	424109	-	protein_coding	coding	971	0.354	1
tL(UAA)J	SUP51	X	424432	424515	-	tRNA	snoncoding	83	0.590	1
YJL005W	CYR1	X	425157	431237	+	protein_coding	coding	6080	0.388	1
YJL004C	SYS1	X	431589	432200	-	protein_coding	coding	611	0.370	1
YJL003W	COX16	X	432644	433000	+	protein_coding	coding	356	0.385	1
YJL002C	OST1	X	433221	434651	-	protein_coding	coding	1430	0.392	1
YJL001W	PRE3	X	435163	435926	+	protein_coding	coding	763	0.389	1
YJR001W	AVT1	X	436802	438610	+	protein_coding	coding	1808	0.418	1
YJR002W	MPP10	X	438865	440646	+	protein_coding	coding	1781	0.395	1
YJR003C	MRX12	X	440994	442553	-	protein_coding	coding	1559	0.346	1
YJR004C	SAG1	X	442909	444861	-	protein_coding	coding	1952	0.397	1
YJR005W	APL1	X	445923	448025	+	protein_coding	coding	2102	0.368	1
YJR005C-A	LSO1	X	448477	448758	-	protein_coding	coding	281	0.445	1
YJR006W	POL31	X	449202	450665	+	protein_coding	coding	1463	0.392	1
YJR007W	SUI2	X	451020	451934	+	protein_coding	coding	914	0.370	1
YJR008W	MHO1	X	452430	453446	+	protein_coding	coding	1016	0.405	1
YJR009C	TDH2	X	453683	454681	-	protein_coding	coding	998	0.470	1
YJR010W	MET3	X	456239	457774	+	protein_coding	coding	1535	0.407	1
YJR010C-A	SPC1	X	458077	458361	-	protein_coding	coding	284	0.377	1
YJR011C		X	458641	459426	-	protein_coding	coding	785	0.332	1
YJR012C		X	459795	460418	-	protein_coding	coding	623	0.387	1
YJR013W	GPI14	X	460382	461593	+	protein_coding	coding	1211	0.387	1
YJR014W	TMA22	X	461829	462425	+	protein_coding	coding	596	0.421	1
YJR015W		X	462721	464253	+	protein_coding	coding	1532	0.414	1
YJR016C	ILV3	X	464451	466208	-	protein_coding	coding	1757	0.447	1
YJR017C	ESS1	X	466521	467033	-	protein_coding	coding	512	0.518	1
YJR018W		X	466786	467148	+	protein_coding	coding	362	0.497	1
YJR019C	TES1	X	467232	468281	-	protein_coding	coding	1049	0.501	1
YJR020W		X	468001	468333	+	protein_coding	coding	332	0.461	1
YJR021C	REC107	X	468555	469579	-	protein_coding	coding	1024	0.461	1
YJR022W	LSM8	X	469784	470113	+	protein_coding	coding	329	0.386	1
YJR023C		X	469804	470205	-	protein_coding	coding	401	0.317	1
YJR024C	MDE1	X	470230	470964	-	protein_coding	coding	734	0.440	1
YJR025C	BNA1	X	471138	471671	-	protein_coding	coding	533	0.403	1
YJR027W		X	472760	478028	+	transposable_element		5268	0.385	1
YJR026W		X	472760	474082	+	transposable_element		1322	0.412	1
YJR028W		X	478344	479666	+	transposable_element		1322	0.409	1
YJR029W		X	478344	483612	+	transposable_element		5268	0.384	1
YJR030C	RBH2	X	483959	486196	-	protein_coding	coding	2237	0.379	1
YJR031C	GEA1	X	486586	490812	-	protein_coding	coding	4226	0.363	1
YJR032W	CPR7	X	491081	492262	+	protein_coding	coding	1181	0.367	1
YJR033C	RAV1	X	492378	496451	-	protein_coding	coding	4073	0.383	1
YJR034W	PET191	X	496683	497009	+	protein_coding	coding	326	0.448	1
YJR035W	RAD26	X	497355	500612	+	protein_coding	coding	3257	0.388	1
YJR036C	HUL4	X	500713	503391	-	protein_coding	coding	2678	0.368	1
YJR037W		X	503102	503485	+	protein_coding	coding	383	0.420	1
YJR038C		X	503710	504072	-	protein_coding	coding	362	0.461	1
YJR039W		X	503936	507301	+	protein_coding	coding	3365	0.372	1
YJR040W	GEF1	X	507746	510085	+	protein_coding	coding	2339	0.392	1
YJR041C	URB2	X	510239	513763	-	protein_coding	coding	3524	0.349	1
YJR042W	NUP85	X	514055	516289	+	protein_coding	coding	2234	0.377	1
YJR043C	POL32	X	516461	517513	-	protein_coding	coding	1052	0.378	1
tM(CAU)J3	IMT3	X	517813	517884	-	tRNA	snoncoding	71	0.662	1
YJR044C	VPS55	X	518763	519185	-	protein_coding	coding	422	0.370	1
YJR045C	SSC1	X	519638	521602	-	protein_coding	coding	1964	0.434	1
YJR046W	TAH11	X	522048	523862	+	protein_coding	coding	1814	0.440	1
tS(AGA)J		X	524012	524093	-	tRNA	snoncoding	81	0.531	1
YJR047C	ANB1	X	524908	525381	-	protein_coding	coding	473	0.457	1
YJR048W	CYC1	X	526335	526664	+	protein_coding	coding	329	0.426	1
YJR049C	UTR1	X	526884	528476	-	protein_coding	coding	1592	0.410	1
YJR050W	ISY1	X	528697	529404	+	protein_coding	coding	707	0.393	1
YJR051W	OSM1	X	529861	531366	+	protein_coding	coding	1505	0.393	1
tG(GCC)J2	SUF23	X	531828	531898	+	tRNA	snoncoding	70	0.571	1
YJR052W	RAD7	X	532062	533759	+	protein_coding	coding	1697	0.387	1
YJR053W	BFA1	X	534027	535751	+	protein_coding	coding	1724	0.376	1
YJR054W	KCH1	X	536056	537549	+	protein_coding	coding	1493	0.349	1
tR(CCU)J	HSX1	X	538555	538626	+	tRNA	snoncoding	71	0.577	1
YJR055W	HIT1	X	538772	539266	+	protein_coding	coding	494	0.350	1
tD(GUC)J4		X	541508	541579	+	tRNA	snoncoding	71	0.577	1
YJR056C		X	541792	542502	-	protein_coding	coding	710	0.404	1
tY(GUA)J2	SUP4	X	542956	543044	-	tRNA	snoncoding	88	0.523	1
YJR057W	CDC8	X	544062	544712	+	protein_coding	coding	650	0.382	1
YJR058C	APS2	X	544732	545175	-	protein_coding	coding	443	0.406	1
YJR059W	PTK2	X	545787	548243	+	protein_coding	coding	2456	0.418	1
YJR060W	CBF1	X	548759	549814	+	protein_coding	coding	1055	0.449	1
YJR061W		X	550511	553318	+	protein_coding	coding	2807	0.380	1
YJR062C	NTA1	X	553476	554849	-	protein_coding	coding	1373	0.379	1
YJR063W	RPA12	X	555195	555572	+	protein_coding	coding	377	0.414	1
YJR064W	CCT5	X	555914	557602	+	protein_coding	coding	1688	0.402	1
YJR065C	ARP3	X	557809	559158	-	protein_coding	coding	1349	0.422	1
YJR066W	TOR1	X	559416	566828	+	protein_coding	coding	7412	0.386	1
YJR067C	YAE1	X	567019	567444	-	protein_coding	coding	425	0.395	1
YJR068W	RFC2	X	567643	568704	+	protein_coding	coding	1061	0.388	1
YJR069C	HAM1	X	568806	569399	-	protein_coding	coding	593	0.415	1
YJR070C	LIA1	X	569621	570598	-	protein_coding	coding	977	0.450	1
YJR071W		X	570405	570773	+	protein_coding	coding	368	0.378	1
YJR072C	NPA3	X	570967	572124	-	protein_coding	coding	1157	0.446	1
YJR073C	OPI3	X	572315	572935	-	protein_coding	coding	620	0.487	1
YJR074W	MOG1	X	573095	573751	+	protein_coding	coding	656	0.479	1
YJR075W	HOC1	X	573981	575171	+	protein_coding	coding	1190	0.405	1
YJR076C	CDC11	X	575354	576601	-	protein_coding	coding	1247	0.399	1
YJR077C	MIR1	X	577255	578190	-	protein_coding	coding	935	0.480	1
YJR078W	BNA2	X	578860	580221	+	protein_coding	coding	1361	0.453	1
YJR079W		X	580205	581239	+	protein_coding	coding	1034	0.373	1
YJR080C	AIM24	X	580432	581616	-	protein_coding	coding	1184	0.389	1
YJR082C	EAF6	X	581914	582255	-	protein_coding	coding	341	0.393	1
YJR083C	ACF4	X	582608	583537	-	protein_coding	coding	929	0.386	1
YJR084W	YJR084W	X	583733	585004	+	protein_coding	coding	1271	0.408	1
YJR085C		X	585120	585437	-	protein_coding	coding	317	0.451	1
YJR086W	STE18	X	586068	586400	+	protein_coding	coding	332	0.349	1
YJR087W		X	586400	586750	+	protein_coding	coding	350	0.349	1
YJR088C	EMC2	X	586495	587373	-	protein_coding	coding	878	0.361	1
YJR089W	BIR1	X	587718	590582	+	protein_coding	coding	2864	0.362	1
YJR090C	GRR1	X	590872	594327	-	protein_coding	coding	3455	0.363	1
YJR091C	JSN1	X	595061	598336	-	protein_coding	coding	3275	0.405	1
YJR092W	BUD4	X	598735	603078	+	protein_coding	coding	4343	0.393	1
YJR093C	FIP1	X	603220	604203	-	protein_coding	coding	983	0.419	1
YJR094C	IME1	X	604569	605651	-	protein_coding	coding	1082	0.346	1
IRT1	IRT1	X	605936	607424	-	ncRNA	snoncoding	1488	0.394	1
YJR094W-A	RPL43B	X	608305	608858	+	protein_coding	coding	553	0.389	1
YJR095W	SFC1	X	609773	610741	+	protein_coding	coding	968	0.414	1
YJR096W		X	611195	612043	+	protein_coding	coding	848	0.416	1
YJR097W	JJJ3	X	612413	612931	+	protein_coding	coding	518	0.361	1
YJR098C		X	613186	615156	-	protein_coding	coding	1970	0.376	1
YJR099W	YUH1	X	615576	616286	+	protein_coding	coding	710	0.390	1
YJR100C	AIM25	X	616351	617334	-	protein_coding	coding	983	0.377	1
tL(UAG)J		X	617919	618019	+	tRNA	snoncoding	100	0.450	1
YJR101W	RSM26	X	618234	619034	+	protein_coding	coding	800	0.393	1
YJR102C	VPS25	X	619157	619765	-	protein_coding	coding	608	0.375	1
YJR103W	URA8	X	620754	622490	+	protein_coding	coding	1736	0.456	1
YJR104C	SOD1	X	622550	623014	-	protein_coding	coding	464	0.502	1
YJR105W	ADO1	X	623581	624603	+	protein_coding	coding	1022	0.475	1
YJR106W	ECM27	X	624838	627015	+	protein_coding	coding	2177	0.395	1
YJR107W	LIH1	X	627340	628326	+	protein_coding	coding	986	0.386	1
YJR108W	ABM1	X	628712	629083	+	protein_coding	coding	371	0.407	1
YJR109C	CPA2	X	629585	632941	-	protein_coding	coding	3356	0.390	1
YJR110W	YMR1	X	633615	635681	+	protein_coding	coding	2066	0.367	1
YJR111C	PXP2	X	635855	636706	-	protein_coding	coding	851	0.409	1
YJR112W	NNF1	X	637030	637635	+	protein_coding	coding	605	0.458	1
YJR112W-A		X	637790	638168	+	protein_coding	coding	378	0.468	1
YJR113C	RSM7	X	638232	638975	-	protein_coding	coding	743	0.521	1
YJR114W	YJR114W	X	638659	639051	+	protein_coding	coding	392	0.508	1
YJR115W		X	639942	640451	+	protein_coding	coding	509	0.454	1
YJR116W	TDA4	X	640825	641664	+	protein_coding	coding	839	0.482	1
YJR117W	STE24	X	642007	643368	+	protein_coding	coding	1361	0.392	1
YJR118C	ILM1	X	643490	644101	-	protein_coding	coding	611	0.332	1
YJR119C	JHD2	X	644304	646490	-	protein_coding	coding	2186	0.362	1
YJR120W		X	647126	647476	+	protein_coding	coding	350	0.469	1
YJR121W	ATP2	X	647607	649142	+	protein_coding	coding	1535	0.430	1
YJR122W	IBA57	X	649776	651269	+	protein_coding	coding	1493	0.380	1
YJR123W	RPS5	X	651901	652578	+	protein_coding	coding	677	0.430	1
YJR124C		X	652892	654238	-	protein_coding	coding	1346	0.392	1
YJR125C	ENT3	X	654737	655963	-	protein_coding	coding	1226	0.409	1
YJR126C	VPS70	X	656254	658689	-	protein_coding	coding	2435	0.406	1
YJR127C	RSF2	X	658917	663059	-	protein_coding	coding	4142	0.410	1
YJR128W		X	662921	663280	+	protein_coding	coding	359	0.490	1
snR3	SNR3	X	663749	663942	+	snoRNA	snoncoding	193	0.383	1
YJR129C	EFM3	X	664000	665019	-	protein_coding	coding	1019	0.432	1
YJR130C	STR2	X	665218	667137	-	protein_coding	coding	1919	0.393	1
YJR131W	MNS1	X	667644	669293	+	protein_coding	coding	1649	0.406	1
YJR132W	NMD5	X	669522	672668	+	protein_coding	coding	3146	0.377	1
YJR133W	XPT1	X	672991	673620	+	protein_coding	coding	629	0.409	1
YJR134C	SGM1	X	673729	675852	-	protein_coding	coding	2123	0.356	1
YJR135C	MCM22	X	676059	676778	-	protein_coding	coding	719	0.374	1
YJR135W-A	TIM8	X	676971	677234	+	protein_coding	coding	263	0.376	1
YJR136C	TTI2	X	677441	678706	-	protein_coding	coding	1265	0.379	1
YJR137C	MET5	X	678957	683285	-	protein_coding	coding	4328	0.387	1
YJR138W	IML1	X	684567	689321	+	protein_coding	coding	4754	0.364	1
YJR139C	HOM6	X	689445	690524	-	protein_coding	coding	1079	0.401	1
YJR140C	HIR3	X	690750	695696	-	protein_coding	coding	4946	0.366	1
YJR140W-A		X	690961	691110	+	protein_coding	coding	149	0.423	1
YJR141W	IPA1	X	695906	696949	+	protein_coding	coding	1043	0.367	1
YJR142W		X	697141	698169	+	protein_coding	coding	1028	0.377	1
YJR143C	PMT4	X	698326	700614	-	protein_coding	coding	2288	0.402	1
YJR144W	MGM101	X	700882	701691	+	protein_coding	coding	809	0.433	1
YJR145C	RPS4A	X	702027	703068	-	protein_coding	coding	1041	0.406	1
YJR146W		X	703885	704238	+	protein_coding	coding	353	0.482	1
YJR147W	HMS2	X	704196	705272	+	protein_coding	coding	1076	0.466	1
YJR148W	BAT2	X	705744	706874	+	protein_coding	coding	1130	0.444	1
YJR149W		X	707160	708374	+	protein_coding	coding	1214	0.378	1
YJR150C	DAN1	X	708811	709707	-	protein_coding	coding	896	0.463	1
YJR151C	DAN4	X	712255	715740	-	protein_coding	coding	3485	0.436	1
YJR151W-A		X	717580	717630	+	protein_coding	coding	50	0.360	1
YJR152W	DAL5	X	719666	721297	+	protein_coding	coding	1631	0.391	1
YJR153W	PGU1	X	722815	723900	+	protein_coding	coding	1085	0.410	1
YJR154W		X	725784	726824	+	protein_coding	coding	1040	0.411	1
YJR155W	AAD10	X	727405	728271	+	protein_coding	coding	866	0.418	1
YJR156C	THI11	X	728574	729596	-	protein_coding	coding	1022	0.436	1
YJR157W		X	730515	730877	+	protein_coding	coding	362	0.318	1
YJR158W	HXT16	X	732440	734143	+	protein_coding	coding	1703	0.420	1
YJR159W	SOR1	X	736044	737117	+	protein_coding	coding	1073	0.448	1
YJR160C	MPH3	X	738008	739816	-	protein_coding	coding	1808	0.405	1
YJR161C	COS5	X	742848	743999	-	protein_coding	coding	1151	0.386	1
YJR162C		X	744911	745261	-	protein_coding	coding	350	0.371	1
YKL225W		XI	451	798	+	protein_coding	coding	347	0.352	1
YKL224C	PAU16	XI	1810	2181	-	protein_coding	coding	371	0.474	1
YKL223W		XI	2389	2721	+	protein_coding	coding	332	0.395	1
YKL222C		XI	3503	5620	-	protein_coding	coding	2117	0.359	1
YKL221W	MCH2	XI	6107	7528	+	protein_coding	coding	1421	0.393	1
YKL220C	FRE2	XI	9091	11226	-	protein_coding	coding	2135	0.392	1
YKL219W	COS9	XI	14485	15708	+	protein_coding	coding	1223	0.388	1
YKL218C	SRY1	XI	17359	18339	-	protein_coding	coding	980	0.436	1
YKL217W	JEN1	XI	22234	24084	+	protein_coding	coding	1850	0.421	1
YKL216W	URA1	XI	25215	26159	+	protein_coding	coding	944	0.387	1
YKL215C	OXP1	XI	26827	30687	-	protein_coding	coding	3860	0.401	1
YKL214C	YRA2	XI	31082	31693	-	protein_coding	coding	611	0.414	1
YKL213C	DOA1	XI	31960	34107	-	protein_coding	coding	2147	0.397	1
YKL212W	SAC1	XI	34543	36414	+	protein_coding	coding	1871	0.409	1
YKL211C	TRP3	XI	36699	38153	-	protein_coding	coding	1454	0.433	1
snR64	SNR64	XI	38811	38911	+	snoRNA	snoncoding	100	0.430	1
YKL210W	UBA1	XI	39163	42237	+	protein_coding	coding	3074	0.406	1
YKL209C	STE6	XI	42423	46295	-	protein_coding	coding	3872	0.378	1
tT(CGU)K	TRT2	XI	46735	46806	-	tRNA	snoncoding	71	0.577	1
YKL208W	CBT1	XI	47157	47972	+	protein_coding	coding	815	0.423	1
YKL207W		XI	48194	48955	+	protein_coding	coding	761	0.436	1
YKL206C	ADD66	XI	49006	49809	-	protein_coding	coding	803	0.411	1
YKL205W	LOS1	XI	50051	53353	+	protein_coding	coding	3302	0.337	1
YKL204W	EAP1	XI	53704	55602	+	protein_coding	coding	1898	0.409	1
YKL203C	TOR2	XI	55935	63359	-	protein_coding	coding	7424	0.384	1
YKL202W		XI	63821	64402	+	protein_coding	coding	581	0.363	1
YKL201C	MNN4	XI	63930	67466	-	protein_coding	coding	3536	0.382	1
YKL198C	PTK1	XI	68232	70220	-	protein_coding	coding	1988	0.519	1
YKL197C	PEX1	XI	70734	73865	-	protein_coding	coding	3131	0.394	1
tN(GUU)K		XI	74624	74697	+	tRNA	snoncoding	73	0.534	1
YKL196C	YKT6	XI	74932	75534	-	protein_coding	coding	602	0.390	1
YKL195W	MIA40	XI	75821	77032	+	protein_coding	coding	1211	0.413	1
YKL194C	MST1	XI	77258	78646	-	protein_coding	coding	1388	0.390	1
YKL193C	SDS22	XI	78866	79882	-	protein_coding	coding	1016	0.358	1
YKL192C	ACP1	XI	80160	80537	-	protein_coding	coding	377	0.448	1
YKL191W	DPH2	XI	81035	82639	+	protein_coding	coding	1604	0.458	1
YKL190W	CNB1	XI	82947	83550	+	protein_coding	coding	603	0.406	1
tL(UAA)K		XI	84208	84291	+	tRNA	snoncoding	83	0.578	1
YKL189W	HYM1	XI	84704	85903	+	protein_coding	coding	1199	0.360	1
YKL188C	PXA2	XI	86225	88786	-	protein_coding	coding	2561	0.367	1
YKL187C	FAT3	XI	89284	91536	-	protein_coding	coding	2252	0.434	1
YKL186C	MTR2	XI	92744	93298	-	protein_coding	coding	554	0.422	1
YKL185W	ASH1	XI	94499	96265	+	protein_coding	coding	1766	0.403	1
YKL184W	SPE1	XI	96757	98157	+	protein_coding	coding	1400	0.398	1
YKL183C-A		XI	98395	98607	-	protein_coding	coding	212	0.316	1
YKL183W	LOT5	XI	98721	99641	+	protein_coding	coding	920	0.483	1
YKL182W	FAS1	XI	100671	106826	+	protein_coding	coding	6155	0.400	1
YKL181W	PRS1	XI	107316	108599	+	protein_coding	coding	1283	0.417	1
YKL180W	RPL17A	XI	109269	110129	+	protein_coding	coding	860	0.381	1
YKL179C	COY1	XI	110464	112503	-	protein_coding	coding	2039	0.368	1
YKL178C	STE3	XI	113215	114627	-	protein_coding	coding	1412	0.379	1
YKL177W		XI	114356	114694	+	protein_coding	coding	338	0.376	1
YKL176C	LST4	XI	115500	117986	-	protein_coding	coding	2486	0.394	1
YKL175W	ZRT3	XI	118793	120304	+	protein_coding	coding	1511	0.423	1
YKL174C	TPO5	XI	120380	122236	-	protein_coding	coding	1856	0.384	1
YKL173W	SNU114	XI	122517	125543	+	protein_coding	coding	3026	0.382	1
YKL172W	EBP2	XI	125759	127042	+	protein_coding	coding	1283	0.395	1
YKL171W	NNK1	XI	127475	130261	+	protein_coding	coding	2786	0.406	1
YKL170W	MRPL38	XI	130634	131050	+	protein_coding	coding	416	0.406	1
YKL169C		XI	130685	131068	-	protein_coding	coding	383	0.415	1
YKL168C	KKQ8	XI	131288	133462	-	protein_coding	coding	2174	0.401	1
YKL167C	MRP49	XI	133721	134134	-	protein_coding	coding	413	0.363	1
YKL166C	TPK3	XI	134509	135705	-	protein_coding	coding	1196	0.396	1
